id,name,host_id,neighbourhood,latitude,longitude,room_type,price
19932898,Architectural Venice Beach Showplace with Pool,72570634,Venice,33.98723,-118.45046,Entire home/apt,600
19933846,DTLA LAVISH PAD+Staples+SANITIZED+PRIVATE+SAFE,5074061,Westlake,34.05126,-118.26661000000001,Entire home/apt,144
19933923,Spacious Beach House  Close to Everything!,16637631,Venice,33.98952,-118.46583000000001,Entire home/apt,283
19934419,Coronita del Mar,1752786,Long Beach,33.759190000000004,-118.13546000000001,Entire home/apt,250
19934853,LA. Spacious king 2b& 2b 3 beds 2b2b 3beds Disney,25147343,Industry,33.99028,-117.9183,Entire home/apt,128
19935342,LA Rowland  Near Disney 2bedroom&2bath  APT,25147343,Rowland Heights,33.98894,-117.91823000000001,Entire home/apt,124
19942112,Your Second Home 3 - Private Bedroom with Parking.,111306585,Covina,34.08292,-117.87574,Private room,35
19943503,Hollywood Hills Zen Retreat with Gorgeous Views,12841792,Hollywood Hills,34.11965,-118.31973,Private room,290
19946239,1 bedroom apartment in Pico-Robertson,141362729,Beverly Hills,34.059459999999994,-118.37697,Entire home/apt,87
19946364,2-Stunning Renovated Apartment in Koreatown,324967,Koreatown,34.070890000000006,-118.29801,Entire home/apt,119
19947796,Urban Jungle minutes from the beach,15440298,Culver City,33.99905,-118.43073000000001,Entire home/apt,386
19949263,Beautiful Home By the Beach. Breakfast Included :),16157607,Redondo Beach,33.88771,-118.37571000000001,Private room,153
19949855,Famous Architectural Beach House,7858796,Malibu,34.0261,-118.76321000000002,Entire home/apt,2450
19949979,Small Private Room in Hip Culver City Art District,131117881,Mid-City,34.03232,-118.37682,Private room,49
19950363,Secret Jewel Near LAX & The Forum,102444358,Inglewood,33.96553,-118.35061,Entire home/apt,126
19951592,Spacious private room in Downtown LA,24563544,Downtown,34.06231,-118.24595,Private room,79
19951745,Bed in Hacker House (males only),21940642,Beverly Grove,34.07737,-118.37477,Shared room,25
19952787,Mountain View Ranch House Getaway- Holiday Special,22819782,Agua Dulce,34.47985,-118.33326000000001,Entire home/apt,1143
19953205,BEST SHARED PLACE IN HOLLYWOOD!!!,133276825,Hollywood,34.09988,-118.34598999999999,Shared room,33
19953270,Modern Designer Redondo Beach house as seen on MTV,141440751,Redondo Beach,33.8592,-118.35762,Entire home/apt,758
19953416,Private room w/ shard renovatd bath. 2 twin beds.,59353385,Norwalk,33.89976,-118.09492,Private room,30
19953729,Private room in 1928 Spanish house,113109354,Mid-Wilshire,34.05381,-118.34495,Private room,45
19953804,Private room in Culver City,141448721,Culver City,34.00785,-118.40088999999999,Private room,71
19961391,Topanga Stylish Suite & Hike private entrance,38304310,Topanga,34.124309999999994,-118.60266000000001,Private room,160
19961717,Private Room in Beachwood Canyon,25323271,Hollywood Hills,34.10865,-118.32091000000001,Private room,55
19962144,Cuartos Asafran & Cereza-(8-min walk to beach),33836824,Long Beach,33.767920000000004,-118.1616,Private room,90
19966810,"Popular Westside 3 bdrm, 2 bth, sleeps 7+, WiFi.",141570541,Lancaster,34.68095,-118.17063999999999,Entire home/apt,149
19966938,Beach Apartment in Santa Monica,137877395,Santa Monica,34.0209,-118.50113,Entire home/apt,115
19967105,Quiet room,63208372,Arlington Heights,34.04679,-118.32016999999999,Private room,55
19967709,Music lovers lane II,77745253,Van Nuys,34.194320000000005,-118.45603,Private room,80
19967713,"Asafran, Cereza & Hawcita-(8-min walk to beach)",33836824,Long Beach,33.76921,-118.16123999999999,Private room,150
19969055,Balcony View of Downtown L.A 2BR/2BA 2Free Parking,107420255,Downtown,34.04889,-118.2622,Entire home/apt,234
19969634,Studio City Guest Suite,1454832,Studio City,34.1403,-118.38902,Entire home/apt,99
19969757,Convenient to Disneyland (~15 Miles) Modern Deco,28122717,Rowland Heights,33.984120000000004,-117.87281999999999,Entire home/apt,425
19969789,Cozy Chic Apartment 3mi from Santa Monica Pier,73474477,Sawtelle,34.0451,-118.46061999999999,Private room,55
19972024,Venice Beach House,141454187,Venice,33.98239,-118.46883999999999,Private room,150
19980587,Beach Cottage Getaway,77093239,Manhattan Beach,33.90464,-118.42164,Entire home/apt,350
19980898,Pasadena charm - quiet and close to the action!,3129882,Pasadena,34.14672,-118.12871000000001,Entire home/apt,110
19981687,Little Haven on the border of Beverly Hills 2,72761640,Beverly Hills,34.065,-118.37961000000001,Private room,80
19981716,Beautiful Cozy Abode,6075299,Santa Monica,34.03436,-118.46472,Entire home/apt,200
19981888,Guest House with own entrance and private backyard,141722246,West Hills,34.19775,-118.63945,Entire home/apt,87
19983237,New home in la,84451025,Alhambra,34.08977,-118.13923999999999,Private room,88
19984008,Santa Monica Living in the Best Location,58360256,Santa Monica,34.01807,-118.5026,Entire home/apt,115
19985192,"East LA Bungalow, Great for Families and Couples",141756447,Glendale,34.20705,-118.23495,Entire home/apt,195
19985509,Luxury Studio in Charming Historic Pasadena,78305609,Pasadena,34.16649,-118.12736000000001,Entire home/apt,100
19986161,Browning Studio,141768458,Exposition Park,34.0122,-118.29741999999999,Entire home/apt,56
19987500,Franco's Dojo's Cabin,95722692,Silver Lake,34.07907,-118.27691000000002,Entire home/apt,100
19987658,玫瑰屋 Rose room 安静舒适的双层康斗,140826968,West Covina,34.02642,-117.89787,Private room,45
19992754,Cozy Shabby Chic 1 Bedroom,53195797,Pomona,34.06391,-117.75527,Entire home/apt,70
19996996,Gracies place,42381447,Venice,33.97382,-118.46011000000001,Entire home/apt,134
19999801,Belmont Heights Gem near beach,16545761,Long Beach,33.76733,-118.14923,Private room,90
20000243,"""Your Home""",84380796,Long Beach,33.76815,-118.17572,Entire home/apt,96
20001582,中国韵A房,129639150,Alhambra,34.076609999999995,-118.15109,Private room,55
20009753,Room in Beverly Hills Charming Spanish Duplex,71520022,Beverly Hills,34.06388,-118.38188999999998,Private room,90
20010155,Spanish Villa pool home,67134387,Granada Hills,34.2956,-118.51398,Entire home/apt,857
20010411,Historic Beach Home with Private Backyard Patio,33836824,Long Beach,33.76887,-118.16148000000001,Entire home/apt,450
20010859,"Beautiful Private RM & BTH, Pool. Minutes to Beach",11217202,Redondo Beach,33.870490000000004,-118.37338000000001,Private room,105
20011959,Charming Glassell Park Hillside Bungalow,4670553,Glassell Park,34.10738,-118.2286,Entire home/apt,125
20012235,"Queen Private Room - Koreatown, Central  LA",142065266,Koreatown,34.05766,-118.30261000000002,Private room,48
20012931,Private room in Hollywood.,58324477,East Hollywood,34.09446,-118.30493999999999,Private room,45
20012997,Boyle Heights Casita,31410508,Boyle Heights,34.04853,-118.21073,Entire home/apt,120
20013013,HAPPY Private Room - Long term stay,142065266,Koreatown,34.05687,-118.30336000000001,Private room,50
20014739,Echo Park Victorian,39303320,Echo Park,34.06877,-118.25308000000001,Private room,45
20014990,Casa Valentina,142092949,Whittier,33.9891,-118.02802,Entire home/apt,5250
20016286,Artist and Musician Home Venice Beach,47037,Mar Vista,34.00395,-118.44805,Entire home/apt,399
20017089,Private  room with private bathroom舒适套房主卧独立衣帽间和卫生间,138563016,Monterey Park,34.06819,-118.13078,Private room,35
20017349,Entire Guest House. 2100 Square feet.,141755746,Northridge,34.22844,-118.50612,Entire home/apt,304
20017627,one privated room 舒适小屋,138563016,Monterey Park,34.06754,-118.12992,Private room,28
20029226,"Venice House, 3 BR + 2 Full Bath, Near beach & 405",10078846,Mar Vista,34.00638,-118.42227,Entire home/apt,142
20029641,Studio Hollywood Walk of Fame/Runyon NV 409,101537031,Hollywood,34.102740000000004,-118.34296,Entire home/apt,72
20029912,Cozy Studio Close to Hollywood NV210,101537031,Hollywood,34.103359999999995,-118.34281000000001,Entire home/apt,72
20034674,Delightful Loft Style Room In Hollywood,1231186,Hollywood,34.0983,-118.32976000000001,Private room,66
20034989,Sunny Santa Monica Bedroom - Phenomenal Location,5508751,Santa Monica,34.02523,-118.49863,Private room,125
20035441,LOTUS Private Room  Long term stay,142065266,Koreatown,34.05687,-118.30336000000001,Private room,42
20035454,Cozy 2 bdrm Del Rey Home - Complete Privacy!,5006888,Del Rey,33.98796,-118.4115,Entire home/apt,130
20036379,Private study in 1887 Farmhouse,4049434,Echo Park,34.06734,-118.25713,Private room,40
20038582,"Quiet room, beautiful house. Close to everything",138443463,Long Beach,33.81981,-118.07444,Private room,40
20039454,"Private Bathroom, free parking, Wifi",30882799,San Gabriel,34.0868,-118.08797,Private room,41
20040234,Cozy room Westwood,17657582,Westwood,34.066629999999996,-118.45343999999999,Private room,53
20040373,APARTMENT IN THE HEART OF BEVERLY HILLS!,2096975,Beverly Hills,34.06897,-118.39797,Entire home/apt,150
20048947,Completely Renovated Mid Century Modern Home,10107971,Del Rey,33.990559999999995,-118.42988999999999,Entire home/apt,179
20049344,LEFT COAST GETAWAY---PACIFIC PALISADES,115065608,Pacific Palisades,34.04505,-118.53182,Entire home/apt,161
20050077,Hermosa Beach Private Room - Walk to Beach,11152413,Hermosa Beach,33.86097,-118.39453,Private room,50
20050427,Dorm Style in Beautiful Gated Community,88790320,Mid-City,34.04502,-118.34053,Shared room,24
20050864,Modern Classic DTLA loft,17861982,Downtown,34.04589,-118.24861999999999,Entire home/apt,125
20051762,"Quiet, Clean and Simple Place in Safe, Active Area",7551977,Sherman Oaks,34.14991,-118.44441,Private room,45
20053801,Playa d'oro.,120470523,Westchester,33.95559,-118.42103999999999,Private room,30
20055130,Close to Downtown LA and South Pasadena,29113638,El Sereno,34.09174,-118.1607,Private room,39
20055625,Private Treehouse Room near Santa Monica,34997571,Pacific Palisades,34.04214,-118.5624,Private room,125
20055899,Eclectic Echo Park Place.,142507862,Echo Park,34.08208,-118.25782,Private room,93
20056119,Lovely Guest Home near Metro Line,21984827,South Pasadena,34.117259999999995,-118.16426000000001,Entire home/apt,115
20056704,Hollywood Retreat | Gorgeous Private Bedroom,6809682,Hollywood,34.09448,-118.34653999999999,Entire home/apt,90
20056941,-SANITIZED- The Emerald Loft Hollywood w Rooftop,103997766,Hollywood,34.10053,-118.329,Entire home/apt,139
20057869,"SweetHome-Close to Beach, LA Airport &Freeway 405",25174468,Hawthorne,33.90167,-118.36899,Entire home/apt,132
20058095,Venice Beach Bungalow - Location!!!,9337471,Venice,33.99686,-118.45706000000001,Entire home/apt,199
20058342,Retreat to a Private Studio With All the Comforts of Home,115510331,Long Beach,33.79653,-118.19256000000001,Entire home/apt,95
20067454,Completely Private Home + Yard in Heart of Venice!,22296549,Venice,33.99799,-118.45721,Entire home/apt,199
20068578,180-Degree Ocean View in Paradise West Malibu,113688591,Unincorporated Santa Monica Mountains,34.04898,-118.92828999999999,Private room,275
20070183,Spacious Studio in Historic Venice Beach Loft,7838129,Venice,33.991009999999996,-118.47543,Entire home/apt,175
20070318,Wonderful Studio in Best Part of Hollywood,96452320,West Hollywood,34.09001,-118.38923999999999,Entire home/apt,72
20071968,Clean and Cozy Private Studio  - Best of Hollywood,96452320,West Hollywood,34.09017,-118.39068,Entire home/apt,65
20072342,LuxKingBed.2CarGarage.InstantHotWater.AC,8763731,San Pedro,33.734120000000004,-118.29833,Entire home/apt,130
20072415,A modern home in the heart of Silver Lake.,14864202,Echo Park,34.07891,-118.26754,Entire home/apt,250
20072883,Comuna Factory Tiny Cedar Pagoda Room,5349633,Downtown,34.02884,-118.23206,Private room,50
20072924,West Hollywood room available in adorable 2bd/1ba,54658950,Beverly Grove,34.08426,-118.37613999999999,Private room,60
20077179,Stylish and Elegant Malibu Living,142729294,Malibu,34.0201,-118.81313,Entire home/apt,150
20087586,California Bungalow w/Patio Blocks From the Beach,76585078,Santa Monica,34.02498,-118.4886,Entire home/apt,120
20089081,Newly Remodeled 2 Master Bedrooms +1 office House,20177365,Alhambra,34.09185,-118.12388999999999,Entire home/apt,95
20091917,DTLB Master bedroom with bathroom &secured parking,62270308,Long Beach,33.77247,-118.19852,Private room,50
20091927,Pretty In Pink,25667268,Beverly Hills,34.06326,-118.40953,Shared room,69
20092908,Hollywood Pooch Palace (Pet Friendly!),50016594,East Hollywood,34.09576,-118.29898999999999,Private room,90
20093996,Luxurious Home away from home,27707714,Hyde Park,33.988490000000006,-118.34903999999999,Private room,90
20113281,Beverly Hills confortable house,139867510,Beverly Crest,34.10305,-118.40518,Entire home/apt,850
20119802,Gorgeous 1 Bedroom in LA (Los Feliz),119002350,Los Feliz,34.10952,-118.29218,Entire home/apt,150
20121317,Cute house,68080250,Redondo Beach,33.86973,-118.35789,Private room,160
20121495,Cool Private Room in A Spacious Venice Apartment,16783455,Mar Vista,33.99881,-118.43661000000002,Private room,65
20123382,"Mod Pop-Art Pad in Silver Lake, Balcony with Park View",30120272,Silver Lake,34.08436,-118.28201000000001,Entire home/apt,108
20123722,1 bedroom in Los Feliz,794496,Los Feliz,34.10569,-118.30179,Entire home/apt,75
20125249,My Lovely Guest House in Los Angeles,93764913,Mid-City,34.04446,-118.38333,Entire home/apt,166
20127455,Cozy 1Br/1B in the heart of Downtown LA,129782451,Westlake,34.05305,-118.26185,Entire home/apt,125
20133047,Fresh private bedroom with all the extras!,47714818,Glendale,34.1709,-118.2281,Private room,49
20134124,Pasadena Farmhouse Retreat,414763,Pasadena,34.16519,-118.14418,Entire home/apt,98
20134370,Spaciousmodern apt in WEHO with parking andbalcony,126690293,Fairfax,34.0822,-118.3613,Entire home/apt,150
20135137,MODERN CONDO BY THE BEACH AND DOWNTOWN,143181314,Long Beach,33.76889,-118.17778999999999,Entire home/apt,125
20137366,Hollywood Hotspot,16148120,Hollywood,34.10196,-118.33863000000001,Entire home/apt,80
20137718,Hip Holly Glen Beach Style Studio Cottage,143209366,Hawthorne,33.9044,-118.37263999999999,Entire home/apt,98
20137849,Private room right on the Beach!,25441386,Long Beach,33.760040000000004,-118.15113999999998,Private room,160
20137960,"Guest studio on the hills, Sunset strip",8664474,Hollywood Hills West,34.1041,-118.36806000000001,Entire home/apt,95
20138475,Cozy studio in Santa Monica Art District- Pets ok!,6431728,Santa Monica,34.02789,-118.46659,Entire home/apt,85
20139285,Quiet and close to everything,32423779,Sierra Madre,34.16142,-118.06683999999998,Private room,100
20140246,Solo Retreat with Sunset View of the  Valley.,90659293,Woodland Hills,34.15963,-118.56783999999999,Private room,58
20146088,"Private room, house with pool near uptown Whittier",16394167,West Whittier-Los Nietos,33.98072,-118.05511000000001,Private room,109
20146855,2-bed/2 bath home w/ pool; 18 miles to Disneyland,16394167,West Whittier-Los Nietos,33.9789,-118.05736999999999,Entire home/apt,350
20147235,Private Entrance to Guest Suite & Backyard Oasis,58879876,View Park-Windsor Hills,33.99484,-118.35345,Private room,85
20147413,Warm and Welcoming West Los Angeles Apartment,21379528,Mar Vista,34.021879999999996,-118.4399,Entire home/apt,135
20148655,"Venice Beach beauty w rooftop terrace, sleeps 4!!",143337804,Venice,33.99126,-118.45901,Entire home/apt,129
20149602,Modern Luxurious Venice Beach Home,119867769,Venice,33.99824,-118.45567,Entire home/apt,575
20151421,Cozy Guest House Near Venice Beach,9905657,Mar Vista,33.99732,-118.43897,Entire home/apt,860
20151794,Unique 2 Bedroom Home in Burbank,31478582,Burbank,34.16587,-118.30402,Entire home/apt,145
20153003,Silver Lake Apartment,1391184,Silver Lake,34.09802,-118.25846999999999,Entire home/apt,100
20153054,Country Charmer & DirtyDog Saloon N  Santa Clarita,143387547,Green Valley,34.61285,-118.39706000000001,Entire home/apt,275
20153215,"Private, Safe, Comfortbale Room in Long Beach",78990298,Long Beach,33.83232,-118.18358,Private room,41
20153929,Los Angeles Historic Landmark,2161282,Altadena,34.18987,-118.14226000000001,Entire home/apt,393
20154192,Spanish Duplex with Ocean Views - 1 Block to Beach,733870,Manhattan Beach,33.90416,-118.4195,Entire home/apt,150
20155642,"Cozy 2 bedroom 1 bath Apt, 4 miles to LAX Airport!",36491099,Hawthorne,33.93033,-118.35573000000001,Entire home/apt,102
20155897,"Alpaca Suite- 5 Minutes From Downey Kaiser, & O.C.",143422344,Norwalk,33.899879999999996,-118.08933999999999,Entire home/apt,74
20156128,Room #1 with a private bathroom in Monterey Park,70838458,Monterey Park,34.06734,-118.11594,Private room,75
20156281,Beautiful Culver Bungalow,3116353,Culver City,34.01692,-118.40463999999999,Entire home/apt,99
20156347,Room #2 in Monterey Park,70838458,Monterey Park,34.06769,-118.11398,Private room,74
20156386,Room #3 in Monterey Park,70838458,Monterey Park,34.0676,-118.11378,Private room,67
20156453,Room #4 in Monterey Park,70838458,Monterey Park,34.06762,-118.11381999999999,Private room,70
20156571,Spend a night in the 60's!,54259359,Mid-City,34.03887,-118.36243999999999,Entire home/apt,81
20156613,"Ultra Clean, Spacious & Lux Private Rm, Bath & A/C",143434055,West Hollywood,34.08831,-118.35672,Private room,65
20156982,Great place to stay!!!,143437865,Bellflower,33.871520000000004,-118.14135,Private room,90
20158673,Private Master Bedroom with Own Bath & Shower!,3598971,Cerritos,33.87474,-118.05685,Private room,41
20161225,warm and quiet room with private bathroom in DTLA,19560614,Westlake,34.05162,-118.26275,Private room,50
20167060,Two Bedroom Strand Apartment with A/C,143527221,Hermosa Beach,33.85651,-118.3991,Entire home/apt,200
20167487,Centrally located bungalow style duplex in WeHo!,22533516,West Hollywood,34.09182,-118.35208,Entire home/apt,90
20168249,HIP CHARM & COMFORT IN ALTADENA 1989,142460909,Pasadena,34.18346,-118.09835,Entire home/apt,120
20168569,Dreamspace Room w/Parking & Breakfast Essentials,135758433,Inglewood,33.94236,-118.32307,Private room,54
20169195,"Comfortable,Convenient and Clean2",123129386,Rowland Heights,33.98688,-117.8947,Entire home/apt,100
20169696,HIP CHARM & COMFORT IN ALTADENA1985,142460909,Altadena,34.17908,-118.13183000000001,Entire home/apt,120
20170386,NICE AND RELAX,126012136,Hacienda Heights,33.99686,-117.96712,Private room,70
20170698,East Hollywood Cottage close to Metro Red Line,980431,East Hollywood,34.09876,-118.29709,Entire home/apt,125
20171130,Pasadena Cozy Gated Studio No Parking Fee!,143567965,Pasadena,34.17476,-118.0764,Entire home/apt,81
20171435,Modern + Spacious Corner Culver City Apartment,14472930,Culver City,34.01494,-118.41161000000001,Entire home/apt,99
20173155,Private Designer Guest Suite,147390855,Silver Lake,34.089290000000005,-118.27305,Entire home/apt,77
20173334,Mid century modern in the heart of West Hollywood,22690347,West Hollywood,34.08153,-118.37613,Entire home/apt,175
20173584,Private Bedroom minutes from Downtown/Art District,47846355,Boyle Heights,34.03973,-118.21183,Private room,46
20173935,Casa Termino,22892478,Long Beach,33.77009,-118.14716999999999,Entire home/apt,104
20174328,Comfortable Living Baldwin Park,118181051,Baldwin Park,34.07665,-117.99183000000001,Shared room,132
20174368,View Park/Los Angeles -Charming 1 Bedroom,136427687,View Park-Windsor Hills,34.001090000000005,-118.33853,Private room,75
20174812,Centrally Located Townhouse Santa Monica/Venice,143605697,Santa Monica,34.0103,-118.47215,Private room,60
20174985,Malibu Wine Country Mountain Retreat,143177102,Unincorporated Santa Monica Mountains,34.10696,-118.79042,Entire home/apt,176
20176319,Spacious Designer House w/Balcony Safe &Quiet Area,4153645,South Pasadena,34.11339,-118.16585,Entire home/apt,110
20176678,WALNUT SWEET AND WARM HOME,38607085,Walnut,34.00415,-117.87183999999999,Private room,65
20176715,Relax and enjoy your day...,143631581,Castaic Canyons,34.44529,-118.47926000000001,Private room,40
20176818,NICE AND COMFORT,126012136,Hacienda Heights,33.99654,-117.96846000000001,Private room,35
20177761,Walk DTLA - Santinized Staycation w/FREE PARKING!,13621311,Downtown,34.05036,-118.25825,Entire home/apt,192
20178378,Luxury Penthouse with City Views + Hollywood,43831951,Koreatown,34.061859999999996,-118.29052,Entire home/apt,289
20178725,Comfy private bed/bath in beach adjacent condo.,21789124,Long Beach,33.77267,-118.16803999999999,Private room,65
20183694,Luxury Condo in Times Square!!,131974349,South Park,33.99191,-118.27751,Entire home/apt,349
20184587,Villa Woodland,47102875,Brentwood,34.07983,-118.50806000000001,Entire home/apt,1875
20188445,Bright & Airy Bedroom in Pasadena,85220375,Altadena,34.175979999999996,-118.11299,Private room,45
20188627,Villa Vicarage,47102875,Beverly Hills,34.0665,-118.40698,Entire home/apt,3737
20189476,Comuna Factory King Bedroom,5349633,Downtown,34.03051,-118.23069,Private room,62
20189606,Century City/Westwood suite with furnished balcony,35428417,West Los Angeles,34.05485,-118.42661000000001,Private room,130
20191128,Agoura Hills Home w/Landscaped Yard,143510570,Agoura Hills,34.1511,-118.79053,Entire home/apt,239
20191775,2944 Kelton,63008002,Rancho Park,34.02982,-118.42441000000001,Entire home/apt,135
20192212,Malibu Mid-Century Modern Studio with Ocean Views,8398671,Malibu,34.0426,-118.645,Entire home/apt,299
20193092,Modern Venice House w/ 4 bedrooms/ 2 bathrooms,143788746,Venice,34.004059999999996,-118.45928,Entire home/apt,450
20193724,Corporate/School Travel 1 Bdrm Apt @ WB Studios,143795436,Burbank,34.150940000000006,-118.33762,Entire home/apt,135
20193904,Sunny and  Spacious Bedroom & Bath with a Pool,7386291,Palmdale,34.563559999999995,-118.12003,Private room,150
20194821,Private room with Shared Bathroom,83584315,North Hollywood,34.19084,-118.38784,Private room,40
20194892,Burbank/Hollywood One Bedroom,295496,Burbank,34.151109999999996,-118.34123000000001,Private room,70
20195011,Beautiful Duplex in Historic Pasadena!,82129557,Pasadena,34.1553,-118.14922,Entire home/apt,165
20195957,Ocean view private home 1 block to beach!,76045288,Hermosa Beach,33.862190000000005,-118.39896,Entire home/apt,275
20196149,山景house花园客房（两室750英尺，可同时入住4位客人）。,125012958,Diamond Bar,34.0121,-117.81008,Private room,68
20196553,Quiet & Spacious Home in Prime West Hollywood!,143035734,Fairfax,34.08155,-118.36126000000002,Entire home/apt,110
20196641,Full Bed in North Hollywood,83584315,North Hollywood,34.19018,-118.38847,Shared room,27
20197033,2 bdrm 2 ba Playa del Rey condo I call Turtle Cove,140132090,Playa del Rey,33.95405,-118.43782,Entire home/apt,200
20205670,King size bed!,5827980,Baldwin Hills/Crenshaw,34.02063,-118.36231000000001,Private room,59
20207625,Live Aloha,143930052,Torrance,33.81252,-118.3902,Entire home/apt,200
20208298,Salty Air quiet Relaxing,7615885,Mar Vista,33.99794,-118.43722,Private room,68
20208878,Temple city single house2r/2b 5433,140994466,North El Monte,34.10269,-118.02591000000001,Entire home/apt,125
20209740,Historic Spanish Home,17335150,San Gabriel,34.10302,-118.09342,Entire home/apt,150
20210716,"Bright and Spacious Studio, Centrally Located",142421346,Palms,34.01921,-118.40876000000002,Entire home/apt,88
20211053,"Separate bedroom, Shared Bath. Near Grove",33466191,Pico-Robertson,34.05182,-118.3863,Private room,100
20211080,Luxurious Master Suite with Marble and Wood Floor,143963076,Glendale,34.177240000000005,-118.29019,Private room,80
20212230,1B1B Breezy Santa Monica Living -Walk to the Beach,3417401,Santa Monica,34.01982,-118.50097,Private room,89
20213619,Premium loft in DTLA,1795120,Downtown,34.04908,-118.25169,Entire home/apt,140
20214390,"Walk to Village, Minutes to Beach in Pacific Palisades",85281391,Pacific Palisades,34.04623,-118.52853,Entire home/apt,449
20215545,Modern Hollywood Hills Home Pool Lake & Sign Views,130843260,Hollywood Hills,34.12352,-118.32784,Entire home/apt,866
20215638,Luxury room close to everything- female travelers!,926876,Valley Glen,34.17825,-118.43723,Private room,60
20216950,BEVERLY HILLS MODERN NEWLY RENOVATED STUDIO,68567964,Beverly Hills,34.0783,-118.40503999999999,Entire home/apt,170
20217905,The Cat Nap,64652222,Rowland Heights,33.98333,-117.90616000000001,Private room,36
20218588,Minutes to LAX. Private guesthouse.,144040246,Inglewood,33.95564,-118.36231000000001,Private room,60
20224596,Beautiful Ocean View condo in downtown LB!,57279777,Long Beach,33.76712,-118.18687,Entire home/apt,200
20228073,2 Bedroom Executive Suite breathtaking view of LA,144130262,Westlake,34.05638,-118.2583,Entire home/apt,178
20231156,UCLA WESTWOOD 4BR Spacious Quiet Home for 8ppl,4656446,Westwood,34.06106,-118.43021999999999,Entire home/apt,368
20231854,Downtown Top Floor,9127214,Downtown,34.04952,-118.25613,Entire home/apt,210
20232316,Sunny Yellow Bedroom in Ktown,66840203,Koreatown,34.065059999999995,-118.29531000000001,Private room,60
20232753,Lovely private room in a family close to beach,83506953,Long Beach,33.78955,-118.13608,Private room,100
20233514,Hollywood Romantic Guest House & Pool,45618217,Hollywood Hills West,34.10386,-118.35623000000001,Entire home/apt,180
20233725,Beachy Boho Bungalow in Alamitos Beach,29075109,Long Beach,33.769259999999996,-118.17735,Entire home/apt,90
20234005,Stylish apartment with exclusive furniture,24660866,West Hollywood,34.091590000000004,-118.38013000000001,Entire home/apt,229
20234163,Eclectic Getaway,12191543,Tarzana,34.1721,-118.53938000000001,Private room,60
20234704,Private and elevated entire Pasadena guest house,47290642,Pasadena,34.15634,-118.11981000000002,Entire home/apt,99
20235072,Private CalKing right off  Hwy 101***,32380257,Agoura Hills,34.14517,-118.74185,Private room,80
20235353,"Stylish, comfortable Studio with Mountain Views",68103948,Glendale,34.15837,-118.27438000000001,Entire home/apt,99
20235457,Solstice house.,144197370,Unincorporated Santa Monica Mountains,34.06212,-118.74103000000001,Entire home/apt,461
20235842,Spacious & comfy 3 BR w/garage+ self check-in,57798238,Long Beach,33.81697,-118.1934,Entire home/apt,130
20235850,Private room w private ensuite bathroom/laundry,132362306,North Hollywood,34.16173,-118.36691,Private room,55
20236022,GREAT ROOM,126012136,Hacienda Heights,33.997240000000005,-117.96725,Private room,35
20237642,Modern Guest Suite in Trendy Highland Park,14865684,Highland Park,34.127829999999996,-118.18855,Private room,66
20243850,theVesona Mini Apartment by Hollywood,4378151,Glendale,34.12563,-118.25215,Private room,57
20251173,Master Bedroom in Beautiful Echo Park Craftsman,10025591,Echo Park,34.07315,-118.25456000000001,Private room,100
20251314,"Original ""Bunk House""  Live in history!",32209238,Burbank,34.184329999999996,-118.30126000000001,Entire home/apt,145
20253063,"Well-lit, Spacious Room with Hardwood Floor",143963076,Glendale,34.17892,-118.29106000000002,Private room,60
20254128,El Segundo beach town: Home away from Home!,144337193,El Segundo,33.92508,-118.41261000000002,Entire home/apt,200
20254640,"Eclectic, Private Bungalow near Shopping, Beach, Dining",67393551,Long Beach,33.76684,-118.15442,Entire home/apt,150
20256763,Cozy Elegant Junior 1-br APT 20mins from Hollywood,19117196,Van Nuys,34.18323,-118.45701000000001,Entire home/apt,47
20263243,Spacious California Bungalow,3528569,Mount Washington,34.09945,-118.2245,Entire home/apt,320
20265190,"LA-Mid-City 1 King size bed, shared bath",4192397,Mid-City,34.04705,-118.34736000000001,Private room,60
20266408,Mediterranean getaways: 30+ days long stay only,31644132,Glendora,34.13694,-117.87427,Entire home/apt,219
20266409,Your Favorite Home Away From Home,113423580,Mid-Wilshire,34.04978,-118.34082,Entire home/apt,148
20266670,Huge Beautiful Loft in Arts District DTLA,73326371,Downtown,34.04034,-118.23422,Entire home/apt,94
20268768,Private Cozy Room in fantastic neighborhood!,5798845,Palms,34.03063,-118.41785,Private room,75
20269523,clean room,93572906,Rowland Heights,33.98002,-117.89586000000001,Private room,50
20269823,Private Studio w/Patio - West Hollywood South,65134205,Beverly Grove,34.082229999999996,-118.3677,Entire home/apt,85
20270972,Walk to LACMA from a Designer Condo,4981837,Mid-Wilshire,34.06237,-118.36055,Entire home/apt,312
20271291,MODERN STUDIO with PRIVATE PATIO + PARKING,64971652,Studio City,34.150909999999996,-118.39873,Entire home/apt,103
20271484,Hollywood Large 1 Bedroom V,40225166,Hollywood,34.09194,-118.3429,Entire home/apt,95
20271932,Hollywood Large 1 Bedroom IV,40225166,West Hollywood,34.0937,-118.34403,Entire home/apt,99
20272703,Beautiful House in a Historic Land Mark,144543414,View Park-Windsor Hills,34.0045,-118.33656,Entire home/apt,207
20273168,Large home away from home,89740426,Pico-Union,34.050340000000006,-118.29073000000001,Entire home/apt,100
